"Notes"	"State"	"State Code"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	"Gender"	"Gender Code"	"ICD Chapter"	"ICD Chapter Code"	Deaths	Population	Crude Rate
	"Alaska"	"02"	"40-44 years"	"40-44"	"Male"	"M"	"Diseases of the circulatory system"	"I00-I99"	10	22647	Unreliable
	"Alaska"	"02"	"40-44 years"	"40-44"	"Male"	"M"	"Diseases of the respiratory system"	"J00-J98"	Suppressed	22647	Suppressed
	"Alaska"	"02"	"45-49 years"	"45-49"	"Female"	"F"	"Diseases of the nervous system"	"G00-G98"	Suppressed	20213	Suppressed
	"Alaska"	"02"	"45-49 years"	"45-49"	"Female"	"F"	"Diseases of the circulatory system"	"I00-I99"	13	20213	Unreliable
	"Alaska"	"02"	"45-49 years"	"45-49"	"Female"	"F"	"Diseases of the respiratory system"	"J00-J98"	Suppressed	20213	Suppressed
	"Alaska"	"02"	"45-49 years"	"45-49"	"Male"	"M"	"Diseases of the nervous system"	"G00-G98"	Suppressed	22090	Suppressed
	"Alaska"	"02"	"45-49 years"	"45-49"	"Male"	"M"	"Diseases of the circulatory system"	"I00-I99"	Suppressed	22090	Suppressed
	"Alaska"	"02"	"45-49 years"	"45-49"	"Male"	"M"	"Diseases of the respiratory system"	"J00-J98"	Suppressed	22090	Suppressed
	"Alaska"	"02"	"50-54 years"	"50-54"	"Female"	"F"	"Diseases of the nervous system"	"G00-G98"	Suppressed	20419	Suppressed
	"Alaska"	"02"	"50-54 years"	"50-54"	"Female"	"F"	"Diseases of the circulatory system"	"I00-I99"	16	20419	Unreliable
	"Alaska"	"02"	"50-54 years"	"50-54"	"Female"	"F"	"Diseases of the respiratory system"	"J00-J98"	Suppressed	20419	Suppressed
	"Alaska"	"02"	"50-54 years"	"50-54"	"Male"	"M"	"Diseases of the nervous system"	"G00-G98"	Suppressed	22408	Suppressed
	"Alaska"	"02"	"50-54 years"	"50-54"	"Male"	"M"	"Diseases of the circulatory system"	"I00-I99"	34	22408	151.731524456
	"Alaska"	"02"	"50-54 years"	"50-54"	"Male"	"M"	"Diseases of the respiratory system"	"J00-J98"	Suppressed	22408	Suppressed
	"Alaska"	"02"	"55-59 years"	"55-59"	"Female"	"F"	"Diseases of the nervous system"	"G00-G98"	Suppressed	23080	Suppressed
	"Alaska"	"02"	"55-59 years"	"55-59"	"Female"	"F"	"Diseases of the circulatory system"	"I00-I99"	28	23080	121.317157712
	"Alaska"	"02"	"55-59 years"	"55-59"	"Female"	"F"	"Diseases of the respiratory system"	"J00-J98"	Suppressed	23080	Suppressed
	"Alaska"	"02"	"55-59 years"	"55-59"	"Male"	"M"	"Diseases of the nervous system"	"G00-G98"	Suppressed	25142	Suppressed
	"Alaska"	"02"	"55-59 years"	"55-59"	"Male"	"M"	"Diseases of the circulatory system"	"I00-I99"	59	25142	234.667090924
	"Alaska"	"02"	"55-59 years"	"55-59"	"Male"	"M"	"Diseases of the respiratory system"	"J00-J98"	Suppressed	25142	Suppressed
	"Alaska"	"02"	"60-64 years "	"60-64"	"Female"	"F"	"Diseases of the nervous system"	"G00-G98"	Suppressed	22189	Suppressed
	"Alaska"	"02"	"60-64 years "	"60-64"	"Female"	"F"	"Diseases of the circulatory system"	"I00-I99"	40	22189	180.269502907
	"Alaska"	"02"	"60-64 years "	"60-64"	"Female"	"F"	"Diseases of the respiratory system"	"J00-J98"	17	22189	Unreliable
	"Alaska"	"02"	"60-64 years "	"60-64"	"Male"	"M"	"Diseases of the nervous system"	"G00-G98"	Suppressed	22928	Suppressed
	"Alaska"	"02"	"60-64 years "	"60-64"	"Male"	"M"	"Diseases of the circulatory system"	"I00-I99"	88	22928	383.810188416
	"Alaska"	"02"	"60-64 years "	"60-64"	"Male"	"M"	"Diseases of the respiratory system"	"J00-J98"	14	22928	Unreliable
	"Alaska"	"02"	"65-69 years"	"65-69"	"Female"	"F"	"Diseases of the nervous system"	"G00-G98"	10	17631	Unreliable
	"Alaska"	"02"	"65-69 years"	"65-69"	"Female"	"F"	"Diseases of the circulatory system"	"I00-I99"	31	17631	175.826668935
	"Alaska"	"02"	"65-69 years"	"65-69"	"Female"	"F"	"Diseases of the respiratory system"	"J00-J98"	18	17631	Unreliable
	"Alaska"	"02"	"65-69 years"	"65-69"	"Male"	"M"	"Diseases of the nervous system"	"G00-G98"	Suppressed	18630	Suppressed
	"Alaska"	"02"	"65-69 years"	"65-69"	"Male"	"M"	"Diseases of the circulatory system"	"I00-I99"	84	18630	450.885668277
	"Alaska"	"02"	"65-69 years"	"65-69"	"Male"	"M"	"Diseases of the respiratory system"	"J00-J98"	28	18630	150.295222759
	"Alaska"	"02"	"70-74 years"	"70-74"	"Female"	"F"	"Diseases of the nervous system"	"G00-G98"	Suppressed	12162	Suppressed
	"Alaska"	"02"	"70-74 years"	"70-74"	"Female"	"F"	"Diseases of the circulatory system"	"I00-I99"	52	12162	427.561256372
	"Alaska"	"02"	"70-74 years"	"70-74"	"Female"	"F"	"Diseases of the respiratory system"	"J00-J98"	28	12162	230.225291893
	"Alaska"	"02"	"70-74 years"	"70-74"	"Male"	"M"	"Diseases of the nervous system"	"G00-G98"	16	12877	Unreliable
	"Alaska"	"02"	"70-74 years"	"70-74"	"Male"	"M"	"Diseases of the circulatory system"	"I00-I99"	95	12877	737.749475810
	"Alaska"	"02"	"70-74 years"	"70-74"	"Male"	"M"	"Diseases of the respiratory system"	"J00-J98"	23	12877	178.613030985
	"Alaska"	"02"	"75-79 years"	"75-79"	"Female"	"F"	"Diseases of the nervous system"	"G00-G98"	18	7557	Unreliable
	"Alaska"	"02"	"75-79 years"	"75-79"	"Female"	"F"	"Diseases of the circulatory system"	"I00-I99"	47	7557	621.939923250
	"Alaska"	"02"	"75-79 years"	"75-79"	"Female"	"F"	"Diseases of the respiratory system"	"J00-J98"	27	7557	357.284636761
	"Alaska"	"02"	"75-79 years"	"75-79"	"Male"	"M"	"Diseases of the nervous system"	"G00-G98"	Suppressed	7521	Suppressed
	"Alaska"	"02"	"75-79 years"	"75-79"	"Male"	"M"	"Diseases of the circulatory system"	"I00-I99"	83	7521	1103.576652041
	"Alaska"	"02"	"75-79 years"	"75-79"	"Male"	"M"	"Diseases of the respiratory system"	"J00-J98"	33	7521	438.771439968
	"Alaska"	"02"	"80-84 years"	"80-84"	"Female"	"F"	"Diseases of the nervous system"	"G00-G98"	23	4349	528.857208554
	"Alaska"	"02"	"80-84 years"	"80-84"	"Female"	"F"	"Diseases of the circulatory system"	"I00-I99"	76	4349	1747.528167395
	"Alaska"	"02"	"80-84 years"	"80-84"	"Female"	"F"	"Diseases of the respiratory system"	"J00-J98"	22	4349	505.863416877
	"Alaska"	"02"	"80-84 years"	"80-84"	"Male"	"M"	"Diseases of the nervous system"	"G00-G98"	27	3680	733.695652174
	"Alaska"	"02"	"80-84 years"	"80-84"	"Male"	"M"	"Diseases of the circulatory system"	"I00-I99"	67	3680	1820.652173913
	"Alaska"	"02"	"80-84 years"	"80-84"	"Male"	"M"	"Diseases of the respiratory system"	"J00-J98"	22	3680	597.826086957
	"Alaska"	"02"	"85-89 years"	"85-89"	"Female"	"F"	"Diseases of the nervous system"	"G00-G98"	28	Not Applicable	Not Applicable
	"Alaska"	"02"	"85-89 years"	"85-89"	"Female"	"F"	"Diseases of the circulatory system"	"I00-I99"	67	Not Applicable	Not Applicable
	"Alaska"	"02"	"85-89 years"	"85-89"	"Female"	"F"	"Diseases of the respiratory system"	"J00-J98"	22	Not Applicable	Not Applicable
	"Alaska"	"02"	"85-89 years"	"85-89"	"Male"	"M"	"Diseases of the nervous system"	"G00-G98"	30	Not Applicable	Not Applicable
	"Alaska"	"02"	"85-89 years"	"85-89"	"Male"	"M"	"Diseases of the circulatory system"	"I00-I99"	53	Not Applicable	Not Applicable
	"Alaska"	"02"	"85-89 years"	"85-89"	"Male"	"M"	"Diseases of the respiratory system"	"J00-J98"	12	Not Applicable	Not Applicable
	"Alaska"	"02"	"90-94 years"	"90-94"	"Female"	"F"	"Diseases of the nervous system"	"G00-G98"	12	Not Applicable	Not Applicable
	"Alaska"	"02"	"90-94 years"	"90-94"	"Female"	"F"	"Diseases of the circulatory system"	"I00-I99"	58	Not Applicable	Not Applicable
	"Alaska"	"02"	"90-94 years"	"90-94"	"Female"	"F"	"Diseases of the respiratory system"	"J00-J98"	23	Not Applicable	Not Applicable
	"Alaska"	"02"	"90-94 years"	"90-94"	"Male"	"M"	"Diseases of the nervous system"	"G00-G98"	14	Not Applicable	Not Applicable
	"Alaska"	"02"	"90-94 years"	"90-94"	"Male"	"M"	"Diseases of the circulatory system"	"I00-I99"	36	Not Applicable	Not Applicable
	"Alaska"	"02"	"90-94 years"	"90-94"	"Male"	"M"	"Diseases of the respiratory system"	"J00-J98"	Suppressed	Not Applicable	Not Applicable
	"Alaska"	"02"	"95-99 years"	"95-99"	"Female"	"F"	"Diseases of the nervous system"	"G00-G98"	Suppressed	Not Applicable	Not Applicable
	"Alaska"	"02"	"95-99 years"	"95-99"	"Female"	"F"	"Diseases of the circulatory system"	"I00-I99"	25	Not Applicable	Not Applicable
	"Alaska"	"02"	"95-99 years"	"95-99"	"Female"	"F"	"Diseases of the respiratory system"	"J00-J98"	Suppressed	Not Applicable	Not Applicable
	"Alaska"	"02"	"95-99 years"	"95-99"	"Male"	"M"	"Diseases of the nervous system"	"G00-G98"	Suppressed	Not Applicable	Not Applicable
	"Alaska"	"02"	"95-99 years"	"95-99"	"Male"	"M"	"Diseases of the circulatory system"	"I00-I99"	18	Not Applicable	Not Applicable
	"Alaska"	"02"	"95-99 years"	"95-99"	"Male"	"M"	"Diseases of the respiratory system"	"J00-J98"	Suppressed	Not Applicable	Not Applicable
	"Alaska"	"02"	"100+ years"	"100+"	"Female"	"F"	"Diseases of the nervous system"	"G00-G98"	Suppressed	Not Applicable	Not Applicable
	"Alaska"	"02"	"100+ years"	"100+"	"Female"	"F"	"Diseases of the circulatory system"	"I00-I99"	Suppressed	Not Applicable	Not Applicable
	"Alaska"	"02"	"100+ years"	"100+"	"Female"	"F"	"Diseases of the respiratory system"	"J00-J98"	Suppressed	Not Applicable	Not Applicable
	"Alaska"	"02"	"100+ years"	"100+"	"Male"	"M"	"Diseases of the nervous system"	"G00-G98"	Suppressed	Not Applicable	Not Applicable
	"Alaska"	"02"	"100+ years"	"100+"	"Male"	"M"	"Diseases of the circulatory system"	"I00-I99"	Suppressed	Not Applicable	Not Applicable
	"Alaska"	"02"	"100+ years"	"100+"	"Male"	"M"	"Diseases of the respiratory system"	"J00-J98"	Suppressed	Not Applicable	Not Applicable
	"Alaska"	"02"	"Not Stated"	"NS"	"Female"	"F"	"Diseases of the nervous system"	"G00-G98"	Suppressed	Not Applicable	Not Applicable
	"Alaska"	"02"	"Not Stated"	"NS"	"Female"	"F"	"Diseases of the circulatory system"	"I00-I99"	Suppressed	Not Applicable	Not Applicable
	"Alaska"	"02"	"Not Stated"	"NS"	"Female"	"F"	"Diseases of the respiratory system"	"J00-J98"	Suppressed	Not Applicable	Not Applicable
	"Alaska"	"02"	"Not Stated"	"NS"	"Male"	"M"	"Diseases of the nervous system"	"G00-G98"	Suppressed	Not Applicable	Not Applicable
	"Alaska"	"02"	"Not Stated"	"NS"	"Male"	"M"	"Diseases of the circulatory system"	"I00-I99"	Suppressed	Not Applicable	Not Applicable
	"Alaska"	"02"	"Not Stated"	"NS"	"Male"	"M"	"Diseases of the respiratory system"	"J00-J98"	Suppressed	Not Applicable	Not Applicable
	"Arizona"	"04"	"< 1 year"	"1"	"Female"	"F"	"Diseases of the nervous system"	"G00-G98"	Suppressed	40021	Suppressed
	"Arizona"	"04"	"< 1 year"	"1"	"Female"	"F"	"Diseases of the circulatory system"	"I00-I99"	Suppressed	40021	Suppressed
	"Arizona"	"04"	"< 1 year"	"1"	"Female"	"F"	"Diseases of the respiratory system"	"J00-J98"	Suppressed	40021	Suppressed
	"Arizona"	"04"	"< 1 year"	"1"	"Male"	"M"	"Diseases of the nervous system"	"G00-G98"	Suppressed	41908	Suppressed
	"Arizona"	"04"	"< 1 year"	"1"	"Male"	"M"	"Diseases of the circulatory system"	"I00-I99"	Suppressed	41908	Suppressed
	"Arizona"	"04"	"< 1 year"	"1"	"Male"	"M"	"Diseases of the respiratory system"	"J00-J98"	Suppressed	41908	Suppressed
	"Arizona"	"04"	"1-4 years"	"1-4"	"Female"	"F"	"Diseases of the nervous system"	"G00-G98"	Suppressed	170253	Suppressed
	"Arizona"	"04"	"1-4 years"	"1-4"	"Female"	"F"	"Diseases of the circulatory system"	"I00-I99"	Suppressed	170253	Suppressed
	"Arizona"	"04"	"1-4 years"	"1-4"	"Female"	"F"	"Diseases of the respiratory system"	"J00-J98"	Suppressed	170253	Suppressed
	"Arizona"	"04"	"1-4 years"	"1-4"	"Male"	"M"	"Diseases of the nervous system"	"G00-G98"	Suppressed	177606	Suppressed
	"Arizona"	"04"	"1-4 years"	"1-4"	"Male"	"M"	"Diseases of the circulatory system"	"I00-I99"	Suppressed	177606	Suppressed
	"Arizona"	"04"	"1-4 years"	"1-4"	"Male"	"M"	"Diseases of the respiratory system"	"J00-J98"	Suppressed	177606	Suppressed
	"Arizona"	"04"	"5-9 years"	"5-9"	"Female"	"F"	"Diseases of the nervous system"	"G00-G98"	Suppressed	222371	Suppressed
	"Arizona"	"04"	"5-9 years"	"5-9"	"Female"	"F"	"Diseases of the circulatory system"	"I00-I99"	Suppressed	222371	Suppressed
	"Arizona"	"04"	"5-9 years"	"5-9"	"Female"	"F"	"Diseases of the respiratory system"	"J00-J98"	Suppressed	222371	Suppressed
	"Arizona"	"04"	"5-9 years"	"5-9"	"Male"	"M"	"Diseases of the nervous system"	"G00-G98"	Suppressed	231321	Suppressed
	"Arizona"	"04"	"5-9 years"	"5-9"	"Male"	"M"	"Diseases of the circulatory system"	"I00-I99"	Suppressed	231321	Suppressed
	"Arizona"	"04"	"5-9 years"	"5-9"	"Male"	"M"	"Diseases of the respiratory system"	"J00-J98"	Suppressed	231321	Suppressed
	"Arizona"	"04"	"10-14 years"	"10-14"	"Female"	"F"	"Diseases of the nervous system"	"G00-G98"	Suppressed	234050	Suppressed
	"Arizona"	"04"	"10-14 years"	"10-14"	"Female"	"F"	"Diseases of the circulatory system"	"I00-I99"	Suppressed	234050	Suppressed
	"Arizona"	"04"	"10-14 years"	"10-14"	"Female"	"F"	"Diseases of the respiratory system"	"J00-J98"	Suppressed	234050	Suppressed
	"Arizona"	"04"	"10-14 years"	"10-14"	"Male"	"M"	"Diseases of the nervous system"	"G00-G98"	Suppressed	243003	Suppressed
	"Arizona"	"04"	"10-14 years"	"10-14"	"Male"	"M"	"Diseases of the circulatory system"	"I00-I99"	Suppressed	243003	Suppressed
	"Arizona"	"04"	"10-14 years"	"10-14"	"Male"	"M"	"Diseases of the respiratory system"	"J00-J98"	Suppressed	243003	Suppressed
	"Arizona"	"04"	"15-19 years"	"15-19"	"Female"	"F"	"Diseases of the nervous system"	"G00-G98"	Suppressed	233494	Suppressed
	"Arizona"	"04"	"15-19 years"	"15-19"	"Female"	"F"	"Diseases of the circulatory system"	"I00-I99"	Suppressed	233494	Suppressed
	"Arizona"	"04"	"15-19 years"	"15-19"	"Female"	"F"	"Diseases of the respiratory system"	"J00-J98"	Suppressed	233494	Suppressed
	"Arizona"	"04"	"15-19 years"	"15-19"	"Male"	"M"	"Diseases of the nervous system"	"G00-G98"	Suppressed	244571	Suppressed
	"Arizona"	"04"	"15-19 years"	"15-19"	"Male"	"M"	"Diseases of the circulatory system"	"I00-I99"	Suppressed	244571	Suppressed
	"Arizona"	"04"	"15-19 years"	"15-19"	"Male"	"M"	"Diseases of the respiratory system"	"J00-J98"	Suppressed	244571	Suppressed
	"Arizona"	"04"	"20-24 years"	"20-24"	"Female"	"F"	"Diseases of the nervous system"	"G00-G98"	Suppressed	238938	Suppressed
	"Arizona"	"04"	"20-24 years"	"20-24"	"Female"	"F"	"Diseases of the circulatory system"	"I00-I99"	Suppressed	238938	Suppressed
	"Arizona"	"04"	"20-24 years"	"20-24"	"Female"	"F"	"Diseases of the respiratory system"	"J00-J98"	Suppressed	238938	Suppressed
	"Arizona"	"04"	"20-24 years"	"20-24"	"Male"	"M"	"Diseases of the nervous system"	"G00-G98"	Suppressed	256544	Suppressed
	"Arizona"	"04"	"20-24 years"	"20-24"	"Male"	"M"	"Diseases of the circulatory system"	"I00-I99"	Suppressed	256544	Suppressed
	"Arizona"	"04"	"20-24 years"	"20-24"	"Male"	"M"	"Diseases of the respiratory system"	"J00-J98"	Suppressed	256544	Suppressed
	"Arizona"	"04"	"25-29 years"	"25-29"	"Female"	"F"	"Diseases of the nervous system"	"G00-G98"	Suppressed	252373	Suppressed
	"Arizona"	"04"	"25-29 years"	"25-29"	"Female"	"F"	"Diseases of the circulatory system"	"I00-I99"	15	252373	Unreliable
	"Arizona"	"04"	"25-29 years"	"25-29"	"Female"	"F"	"Diseases of the respiratory system"	"J00-J98"	Suppressed	252373	Suppressed
	"Arizona"	"04"	"25-29 years"	"25-29"	"Male"	"M"	"Diseases of the nervous system"	"G00-G98"	16	273506	Unreliable
	"Arizona"	"04"	"25-29 years"	"25-29"	"Male"	"M"	"Diseases of the circulatory system"	"I00-I99"	25	273506	9.140567300
	"Arizona"	"04"	"25-29 years"	"25-29"	"Male"	"M"	"Diseases of the respiratory system"	"J00-J98"	Suppressed	273506	Suppressed
	"Arizona"	"04"	"30-34 years"	"30-34"	"Female"	"F"	"Diseases of the nervous system"	"G00-G98"	Suppressed	231907	Suppressed
	"Arizona"	"04"	"30-34 years"	"30-34"	"Female"	"F"	"Diseases of the circulatory system"	"I00-I99"	21	231907	9.055354086
	"Arizona"	"04"	"30-34 years"	"30-34"	"Female"	"F"	"Diseases of the respiratory system"	"J00-J98"	Suppressed	231907	Suppressed
	"Arizona"	"04"	"30-34 years"	"30-34"	"Male"	"M"	"Diseases of the nervous system"	"G00-G98"	14	249307	Unreliable
	"Arizona"	"04"	"30-34 years"	"30-34"	"Male"	"M"	"Diseases of the circulatory system"	"I00-I99"	35	249307	14.038915875
	"Arizona"	"04"	"30-34 years"	"30-34"	"Male"	"M"	"Diseases of the respiratory system"	"J00-J98"	12	249307	Unreliable
	"Arizona"	"04"	"35-39 years"	"35-39"	"Female"	"F"	"Diseases of the nervous system"	"G00-G98"	Suppressed	228707	Suppressed
	"Arizona"	"04"	"35-39 years"	"35-39"	"Female"	"F"	"Diseases of the circulatory system"	"I00-I99"	24	228707	10.493775879
	"Arizona"	"04"	"35-39 years"	"35-39"	"Female"	"F"	"Diseases of the respiratory system"	"J00-J98"	12	228707	Unreliable
	"Arizona"	"04"	"35-39 years"	"35-39"	"Male"	"M"	"Diseases of the nervous system"	"G00-G98"	11	238274	Unreliable
	"Arizona"	"04"	"35-39 years"	"35-39"	"Male"	"M"	"Diseases of the circulatory system"	"I00-I99"	72	238274	30.217312842
	"Arizona"	"04"	"35-39 years"	"35-39"	"Male"	"M"	"Diseases of the respiratory system"	"J00-J98"	11	238274	Unreliable
	"Arizona"	"04"	"40-44 years"	"40-44"	"Female"	"F"	"Diseases of the nervous system"	"G00-G98"	Suppressed	213339	Suppressed
	"Arizona"	"04"	"40-44 years"	"40-44"	"Female"	"F"	"Diseases of the circulatory system"	"I00-I99"	47	213339	22.030664810
	"Arizona"	"04"	"40-44 years"	"40-44"	"Female"	"F"	"Diseases of the respiratory system"	"J00-J98"	17	213339	Unreliable
	"Arizona"	"04"	"40-44 years"	"40-44"	"Male"	"M"	"Diseases of the nervous system"	"G00-G98"	Suppressed	215707	Suppressed
	"Arizona"	"04"	"40-44 years"	"40-44"	"Male"	"M"	"Diseases of the circulatory system"	"I00-I99"	110	215707	50.995099835
	"Arizona"	"04"	"40-44 years"	"40-44"	"Male"	"M"	"Diseases of the respiratory system"	"J00-J98"	12	215707	Unreliable
	"Arizona"	"04"	"45-49 years"	"45-49"	"Female"	"F"	"Diseases of the nervous system"	"G00-G98"	16	217720	Unreliable
	"Arizona"	"04"	"45-49 years"	"45-49"	"Female"	"F"	"Diseases of the circulatory system"	"I00-I99"	102	217720	46.849164064
	"Arizona"	"04"	"45-49 years"	"45-49"	"Female"	"F"	"Diseases of the respiratory system"	"J00-J98"	27	217720	12.401249311
	"Arizona"	"04"	"45-49 years"	"45-49"	"Male"	"M"	"Diseases of the nervous system"	"G00-G98"	18	215623	Unreliable
	"Arizona"	"04"	"45-49 years"	"45-49"	"Male"	"M"	"Diseases of the circulatory system"	"I00-I99"	164	215623	76.058676486
	"Arizona"	"04"	"45-49 years"	"45-49"	"Male"	"M"	"Diseases of the respiratory system"	"J00-J98"	36	215623	16.695807034
	"Arizona"	"04"	"50-54 years"	"50-54"	"Female"	"F"	"Diseases of the nervous system"	"G00-G98"	17	211926	Unreliable
	"Arizona"	"04"	"50-54 years"	"50-54"	"Female"	"F"	"Diseases of the circulatory system"	"I00-I99"	127	211926	59.926578145
	"Arizona"	"04"	"50-54 years"	"50-54"	"Female"	"F"	"Diseases of the respiratory system"	"J00-J98"	39	211926	18.402649982
	"Arizona"	"04"	"50-54 years"	"50-54"	"Male"	"M"	"Diseases of the nervous system"	"G00-G98"	31	206821	14.988806746
	"Arizona"	"04"	"50-54 years"	"50-54"	"Male"	"M"	"Diseases of the circulatory system"	"I00-I99"	307	206821	148.437537774
	"Arizona"	"04"	"50-54 years"	"50-54"	"Male"	"M"	"Diseases of the respiratory system"	"J00-J98"	45	206821	21.757945276
	"Arizona"	"04"	"55-59 years"	"55-59"	"Female"	"F"	"Diseases of the nervous system"	"G00-G98"	32	230330	13.893109886
	"Arizona"	"04"	"55-59 years"	"55-59"	"Female"	"F"	"Diseases of the circulatory system"	"I00-I99"	226	230330	98.120088569
	"Arizona"	"04"	"55-59 years"	"55-59"	"Female"	"F"	"Diseases of the respiratory system"	"J00-J98"	95	230330	41.245169973
	"Arizona"	"04"	"55-59 years"	"55-59"	"Male"	"M"	"Diseases of the nervous system"	"G00-G98"	44	216401	20.332623232
	"Arizona"	"04"	"55-59 years"	"55-59"	"Male"	"M"	"Diseases of the circulatory system"	"I00-I99"	501	216401	231.514641799
	"Arizona"	"04"	"55-59 years"	"55-59"	"Male"	"M"	"Diseases of the respiratory system"	"J00-J98"	116	216401	53.604188520
	"Arizona"	"04"	"60-64 years "	"60-64"	"Female"	"F"	"Diseases of the nervous system"	"G00-G98"	63	229719	27.424810312
	"Arizona"	"04"	"60-64 years "	"60-64"	"Female"	"F"	"Diseases of the circulatory system"	"I00-I99"	349	229719	151.924742838
	"Arizona"	"04"	"60-64 years "	"60-64"	"Female"	"F"	"Diseases of the respiratory system"	"J00-J98"	175	229719	76.180028644
	"Arizona"	"04"	"60-64 years "	"60-64"	"Male"	"M"	"Diseases of the nervous system"	"G00-G98"	63	204344	30.830364483
	"Arizona"	"04"	"60-64 years "	"60-64"	"Male"	"M"	"Diseases of the circulatory system"	"I00-I99"	707	204344	345.985201425
	"Arizona"	"04"	"60-64 years "	"60-64"	"Male"	"M"	"Diseases of the respiratory system"	"J00-J98"	205	204344	100.321027287
	"Arizona"	"04"	"65-69 years"	"65-69"	"Female"	"F"	"Diseases of the nervous system"	"G00-G98"	116	213856	54.242106838
	"Arizona"	"04"	"65-69 years"	"65-69"	"Female"	"F"	"Diseases of the circulatory system"	"I00-I99"	466	213856	217.903636092
	"Arizona"	"04"	"65-69 years"	"65-69"	"Female"	"F"	"Diseases of the respiratory system"	"J00-J98"	241	213856	112.692653000
	"Arizona"	"04"	"65-69 years"	"65-69"	"Male"	"M"	"Diseases of the nervous system"	"G00-G98"	125	184643	67.698206810
	"Arizona"	"04"	"65-69 years"	"65-69"	"Male"	"M"	"Diseases of the circulatory system"	"I00-I99"	915	184643	495.550873848
